ID;X;Y;Techno;operateur;dbm;Puissance recue
OP3_4G_383;592540;6706266;4G;OP3;-94;Bonne
OP3_4G_384;595652;6700123;4G;OP3;-59;Bonne
OP3_4G_385;597702;6692200;4G;OP3;-56;Bonne
OP3_4G_386;602026;6693991;4G;OP3;-44;Bonne
OP3_4G_387;600782;6701345;4G;OP3;-59;Bonne
OP3_4G_388;602260;6687056;4G;OP3;-65;Bonne
OP3_4G_389;606249;6687406;4G;OP3;-113;Moyenne
OP3_4G_390;604621;6689033;4G;OP3;-118;Mauvaise
OP3_4G_391;606117;6690743;4G;OP3;-99;Moyenne
OP3_4G_392;609320;6689083;4G;OP3;-105;Moyenne
OP3_4G_393;608684;6690233;4G;OP3;-78;Bonne
OP3_4G_394;609686;6689555;4G;OP3;-98;Moyenne
OP3_4G_395;602400;6695672;4G;OP3;-137;Mauvaise
OP3_4G_396;602677;6698249;4G;OP3;-136;Mauvaise
OP3_4G_397;603998;6698607;4G;OP3;-102;Moyenne
OP3_4G_398;605362;6695103;4G;OP3;-69;Bonne
OP3_4G_399;605523;6695597;4G;OP3;-83;Bonne
OP3_4G_400;605359;6698034;4G;OP3;-68;Bonne
OP3_4G_401;606864;6695192;4G;OP3;-103;Moyenne
OP3_4G_402;606537;6697493;4G;OP3;-111;Moyenne
OP3_4G_403;602691;6699143;4G;OP3;-59;Bonne
OP3_4G_404;604640;6701097;4G;OP3;-134;Mauvaise
OP3_4G_405;603902;6704686;4G;OP3;-96;Moyenne
OP3_4G_406;605337;6699937;4G;OP3;-96;Moyenne
OP3_4G_407;605214;6702081;4G;OP3;-133;Mauvaise
OP3_4G_408;605845;6703675;4G;OP3;-121;Mauvaise
OP3_4G_409;609611;6695317;4G;OP3;-23;Bonne
OP3_4G_410;607693;6703870;4G;OP3;-122;Mauvaise
OP3_4G_411;607912;6704397;4G;OP3;-116;Mauvaise
OP3_4G_412;608431;6705439;4G;OP3;-128;Mauvaise
OP3_4G_413;610659;6705901;4G;OP3;-136;Mauvaise
OP3_4G_414;611338;6705488;4G;OP3;-114;Moyenne
OP3_4G_415;593319;6708292;4G;OP3;-115;Moyenne
OP3_4G_416;594925;6710072;4G;OP3;-29;Bonne
OP3_4G_417;597389;6706654;4G;OP3;-52;Bonne
OP3_4G_418;592800;6714001;4G;OP3;-42;Bonne
OP3_4G_419;593167;6714696;4G;OP3;-81;Bonne
OP3_4G_420;593097;6715843;4G;OP3;-48;Bonne
OP3_4G_421;594649;6717794;4G;OP3;-68;Bonne
OP3_4G_422;594924;6720725;4G;OP3;-100;Moyenne
OP3_4G_423;595425;6713630;4G;OP3;-57;Bonne
OP3_4G_424;597492;6718217;4G;OP3;-114;Moyenne
OP3_4G_425;597551;6706456;4G;OP3;-65;Bonne
OP3_4G_426;597484;6710909;4G;OP3;-53;Bonne
OP3_4G_427;599711;6710922;4G;OP3;-62;Bonne
OP3_4G_428;601251;6712352;4G;OP3;-41;Bonne
OP3_4G_429;601113;6718190;4G;OP3;-44;Bonne
OP3_4G_430;593381;6725048;4G;OP3;-94;Bonne
OP3_4G_431;593212;6727029;4G;OP3;-77;Bonne
OP3_4G_432;596110;6723283;4G;OP3;-102;Moyenne
OP3_4G_433;595981;6723824;4G;OP3;-40;Bonne
OP3_4G_434;597628;6720916;4G;OP3;-105;Moyenne
OP3_4G_435;596658;6727318;4G;OP3;-27;Bonne
OP3_4G_436;595175;6734865;4G;OP3;-70;Bonne
OP3_4G_437;596060;6734332;4G;OP3;-79;Bonne
OP3_4G_438;597406;6734365;4G;OP3;-137;Mauvaise
OP3_4G_439;597972;6722432;4G;OP3;-114;Moyenne
OP3_4G_440;598168;6723713;4G;OP3;-97;Moyenne
OP3_4G_441;600983;6724263;4G;OP3;-105;Moyenne
OP3_4G_442;602280;6721475;4G;OP3;-39;Bonne
OP3_4G_443;602545;6721025;4G;OP3;-93;Bonne
OP3_4G_444;598615;6734268;4G;OP3;-126;Mauvaise
OP3_4G_445;601630;6730416;4G;OP3;-38;Bonne
OP3_4G_446;607274;6708602;4G;OP3;-61;Bonne
OP3_4G_447;603169;6715336;4G;OP3;-66;Bonne
OP3_4G_448;604141;6715443;4G;OP3;-35;Bonne
OP3_4G_449;606564;6714672;4G;OP3;-71;Bonne
OP3_4G_450;612114;6707102;4G;OP3;-106;Moyenne
OP3_4G_451;608806;6713671;4G;OP3;-65;Bonne
OP3_4G_452;611972;6715595;4G;OP3;-33;Bonne
OP3_4G_453;604743;6723763;4G;OP3;-35;Bonne
OP3_4G_454;605476;6721897;4G;OP3;-31;Bonne
OP3_4G_455;606211;6725987;4G;OP3;-26;Bonne
OP3_4G_456;605649;6726721;4G;OP3;-90;Bonne
OP3_4G_457;604807;6731460;4G;OP3;-109;Moyenne
OP3_4G_458;605209;6734791;4G;OP3;-123;Mauvaise
OP3_4G_459;608444;6722180;4G;OP3;-98;Moyenne
OP3_4G_460;610463;6727360;4G;OP3;-25;Bonne
OP3_4G_461;607949;6730340;4G;OP3;-24;Bonne
OP3_4G_462;609815;6730922;4G;OP3;-20;Bonne
OP3_4G_463;610617;6734955;4G;OP3;-97;Moyenne
OP3_4G_464;612390;6681867;4G;OP3;-103;Moyenne
OP3_4G_465;614651;6683656;4G;OP3;-42;Bonne
OP3_4G_466;615487;6682627;4G;OP3;-70;Bonne
OP3_4G_467;614880;6687763;4G;OP3;-67;Bonne
OP3_4G_468;616830;6687988;4G;OP3;-87;Bonne
OP3_4G_469;617516;6686645;4G;OP3;-65;Bonne
OP3_4G_470;617041;6688729;4G;OP3;-51;Bonne
OP3_4G_471;620302;6690592;4G;OP3;-60;Bonne
OP3_4G_472;614372;6694672;4G;OP3;-105;Moyenne
OP3_4G_473;615479;6695753;4G;OP3;-134;Mauvaise
OP3_4G_474;615945;6697602;4G;OP3;-112;Moyenne
OP3_4G_475;616826;6703341;4G;OP3;-101;Moyenne
OP3_4G_476;621480;6691296;4G;OP3;-34;Bonne
OP3_4G_477;617783;6703550;4G;OP3;-101;Moyenne
OP3_4G_478;620021;6701631;4G;OP3;-140;Mauvaise
OP3_4G_479;621242;6699823;4G;OP3;-115;Moyenne
OP3_4G_480;622064;6690314;4G;OP3;-74;Bonne
OP3_4G_481;622536;6693599;4G;OP3;-136;Mauvaise
OP3_4G_482;624469;6700481;4G;OP3;-103;Moyenne
OP3_4G_483;622244;6702595;4G;OP3;-76;Bonne
OP3_4G_484;624240;6703964;4G;OP3;-121;Mauvaise
OP3_4G_485;625828;6700842;4G;OP3;-97;Moyenne
OP3_4G_486;626657;6701566;4G;OP3;-30;Bonne
OP3_4G_487;628472;6693220;4G;OP3;-47;Bonne
OP3_4G_488;628085;6697720;4G;OP3;-50;Bonne
OP3_4G_489;629650;6697685;4G;OP3;-90;Bonne
OP3_4G_490;631520;6695291;4G;OP3;-118;Mauvaise
OP3_4G_491;627264;6705197;4G;OP3;-102;Moyenne
OP3_4G_492;628302;6702625;4G;OP3;-70;Bonne
OP3_4G_493;628394;6702688;4G;OP3;-65;Bonne
OP3_4G_494;628482;6702690;4G;OP3;-56;Bonne
OP3_4G_495;628682;6705393;4G;OP3;-34;Bonne
OP3_4G_496;630161;6698635;4G;OP3;-97;Moyenne
OP3_4G_497;630789;6703395;4G;OP3;-103;Moyenne
OP3_4G_498;631023;6705095;4G;OP3;-125;Mauvaise
OP3_4G_499;613978;6710621;4G;OP3;-103;Moyenne
OP3_4G_500;615010;6712913;4G;OP3;-111;Moyenne
OP3_4G_501;616622;6709913;4G;OP3;-48;Bonne
OP3_4G_502;617260;6713760;4G;OP3;-115;Moyenne
OP3_4G_503;615336;6717577;4G;OP3;-50;Bonne
OP3_4G_504;619796;6718468;4G;OP3;-96;Moyenne
OP3_4G_505;621103;6718368;4G;OP3;-112;Moyenne
OP3_4G_506;621573;6720115;4G;OP3;-123;Mauvaise
OP3_4G_507;612902;6731024;4G;OP3;-112;Moyenne
OP3_4G_508;613245;6732247;4G;OP3;-101;Moyenne
OP3_4G_509;614839;6733650;4G;OP3;-141;Mauvaise
OP3_4G_510;616560;6730926;4G;OP3;-124;Mauvaise
OP3_4G_511;615849;6733472;4G;OP3;-115;Moyenne
OP3_4G_512;621698;6726633;4G;OP3;-59;Bonne
OP3_4G_513;621631;6727578;4G;OP3;-60;Bonne
OP3_4G_514;618037;6734244;4G;OP3;-28;Bonne
OP3_4G_515;619956;6733610;4G;OP3;-102;Moyenne
OP3_4G_516;625004;6707239;4G;OP3;-41;Bonne
OP3_4G_517;625685;6708262;4G;OP3;-111;Moyenne
OP3_4G_518;625798;6705987;4G;OP3;-58;Bonne
OP3_4G_519;626566;6706246;4G;OP3;-118;Mauvaise
OP3_4G_520;626675;6708861;4G;OP3;-44;Bonne
OP3_4G_521;625662;6711930;4G;OP3;-78;Bonne
OP3_4G_522;625112;6713514;4G;OP3;-71;Bonne
OP3_4G_523;625241;6714710;4G;OP3;-114;Moyenne
OP3_4G_524;626859;6713544;4G;OP3;-113;Moyenne
OP3_4G_525;626405;6716525;4G;OP3;-47;Bonne
OP3_4G_526;627139;6707758;4G;OP3;-67;Bonne
OP3_4G_527;627912;6709208;4G;OP3;-72;Bonne
OP3_4G_528;628730;6708455;4G;OP3;-56;Bonne
OP3_4G_529;629621;6707802;4G;OP3;-112;Moyenne
OP3_4G_530;631452;6708836;4G;OP3;-132;Mauvaise
OP3_4G_531;630263;6712277;4G;OP3;-123;Mauvaise
OP3_4G_532;631574;6710043;4G;OP3;-132;Mauvaise
OP3_4G_533;628274;6713018;4G;OP3;-127;Mauvaise
OP3_4G_534;628236;6716896;4G;OP3;-67;Bonne
OP3_4G_535;628926;6717965;4G;OP3;-132;Mauvaise
OP3_4G_536;631462;6715206;4G;OP3;-127;Mauvaise
OP3_4G_537;622383;6723543;4G;OP3;-126;Mauvaise
OP3_4G_538;623543;6723623;4G;OP3;-133;Mauvaise
OP3_4G_539;625560;6722396;4G;OP3;-83;Bonne
OP3_4G_540;625538;6722967;4G;OP3;-32;Bonne
OP3_4G_541;626660;6723338;4G;OP3;-66;Bonne
OP3_4G_542;624016;6732159;4G;OP3;-100;Moyenne
OP3_4G_543;627591;6723334;4G;OP3;-59;Bonne
OP3_4G_544;628203;6723939;4G;OP3;-105;Moyenne
OP3_4G_545;628138;6725809;4G;OP3;-65;Bonne
OP3_4G_546;629659;6728672;4G;OP3;-86;Bonne
OP3_4G_547;628093;6734395;4G;OP3;-53;Bonne
OP3_4G_548;630496;6731869;4G;OP3;-105;Moyenne
OP3_4G_549;595270;6736566;4G;OP3;-51;Bonne
OP3_4G_550;594942;6740746;4G;OP3;-106;Moyenne
OP3_4G_551;595134;6741880;4G;OP3;-48;Bonne
OP3_4G_552;596354;6737074;4G;OP3;-111;Moyenne
OP3_4G_553;594469;6742708;4G;OP3;-98;Moyenne
OP3_4G_554;594659;6743231;4G;OP3;-105;Moyenne
OP3_4G_555;594736;6742659;4G;OP3;-114;Moyenne
OP3_4G_556;596321;6742686;4G;OP3;-53;Bonne
OP3_4G_557;596064;6746048;4G;OP3;-103;Moyenne
OP3_4G_558;596410;6744492;4G;OP3;-82;Bonne
OP3_4G_559;597167;6745432;4G;OP3;-85;Bonne
OP3_4G_560;597693;6745929;4G;OP3;-72;Bonne
OP3_4G_561;600776;6739967;4G;OP3;-111;Moyenne
OP3_4G_562;601070;6742160;4G;OP3;-63;Bonne
OP3_4G_563;602244;6741825;4G;OP3;-46;Bonne
OP3_4G_564;602454;6740869;4G;OP3;-37;Bonne
OP3_4G_565;598333;6742979;4G;OP3;-44;Bonne
OP3_4G_566;599494;6747511;4G;OP3;-100;Moyenne
OP3_4G_567;600469;6749232;4G;OP3;-82;Bonne
OP3_4G_568;593680;6754569;4G;OP3;-122;Mauvaise
OP3_4G_569;596960;6753251;4G;OP3;-68;Bonne
OP3_4G_570;598107;6755364;4G;OP3;-109;Moyenne
OP3_4G_571;597772;6757124;4G;OP3;-138;Mauvaise
OP3_4G_572;595521;6757521;4G;OP3;-125;Mauvaise
OP3_4G_573;594614;6762887;4G;OP3;-45;Bonne
OP3_4G_574;595752;6763484;4G;OP3;-78;Bonne
OP3_4G_575;595924;6764397;4G;OP3;-52;Bonne
OP3_4G_576;596060;6763864;4G;OP3;-68;Bonne
OP3_4G_577;600498;6750608;4G;OP3;-137;Mauvaise
OP3_4G_578;602317;6751188;4G;OP3;-102;Moyenne
OP3_4G_579;601559;6754122;4G;OP3;-21;Bonne
OP3_4G_580;603042;6754813;4G;OP3;-93;Bonne
OP3_4G_581;602845;6756751;4G;OP3;-92;Bonne
OP3_4G_582;599948;6757767;4G;OP3;-112;Moyenne
OP3_4G_583;599269;6762400;4G;OP3;-70;Bonne
OP3_4G_584;600411;6763130;4G;OP3;-105;Moyenne
OP3_4G_585;600622;6762668;4G;OP3;-105;Moyenne
OP3_4G_586;603169;6741700;4G;OP3;-55;Bonne
OP3_4G_587;606436;6735838;4G;OP3;-133;Mauvaise
OP3_4G_588;603543;6748105;4G;OP3;-52;Bonne
OP3_4G_589;606336;6748902;4G;OP3;-109;Moyenne
OP3_4G_590;607854;6748989;4G;OP3;-55;Bonne
OP3_4G_591;607709;6749629;4G;OP3;-100;Moyenne
OP3_4G_592;609448;6735544;4G;OP3;-103;Moyenne
OP3_4G_593;609262;6740345;4G;OP3;-64;Bonne
OP3_4G_594;608011;6743106;4G;OP3;-110;Moyenne
OP3_4G_595;609694;6748123;4G;OP3;-137;Mauvaise
OP3_4G_596;609239;6749082;4G;OP3;-117;Mauvaise
OP3_4G_597;610740;6745989;4G;OP3;-103;Moyenne
OP3_4G_598;603866;6751270;4G;OP3;-102;Moyenne
OP3_4G_599;603207;6752978;4G;OP3;-75;Bonne
OP3_4G_600;604996;6750580;4G;OP3;-96;Moyenne
OP3_4G_601;603512;6755248;4G;OP3;-89;Bonne
OP3_4G_602;604632;6756208;4G;OP3;-44;Bonne
OP3_4G_603;605580;6756819;4G;OP3;-136;Mauvaise
OP3_4G_604;605661;6752627;4G;OP3;-99;Moyenne
OP3_4G_605;607152;6753144;4G;OP3;-125;Mauvaise
OP3_4G_606;607876;6753897;4G;OP3;-106;Moyenne
OP3_4G_607;608046;6758863;4G;OP3;-21;Bonne
OP3_4G_608;608036;6753423;4G;OP3;-109;Moyenne
OP3_4G_609;608874;6753946;4G;OP3;-110;Moyenne
OP3_4G_610;609003;6754291;4G;OP3;-60;Bonne
OP3_4G_611;608304;6755616;4G;OP3;-29;Bonne
OP3_4G_612;608670;6756810;4G;OP3;-36;Bonne
OP3_4G_613;610129;6756398;4G;OP3;-98;Moyenne
OP3_4G_614;611138;6751790;4G;OP3;-118;Mauvaise
OP3_4G_615;611904;6750790;4G;OP3;-96;Moyenne
OP3_4G_616;612553;6750400;4G;OP3;-112;Moyenne
OP3_4G_617;612086;6751925;4G;OP3;-93;Bonne
OP3_4G_618;611958;6752450;4G;OP3;-107;Moyenne
OP3_4G_619;612050;6752644;4G;OP3;-101;Moyenne
OP3_4G_620;612698;6751918;4G;OP3;-89;Bonne
OP3_4G_621;612781;6752354;4G;OP3;-95;Bonne
OP3_4G_622;612726;6753256;4G;OP3;-103;Moyenne
OP3_4G_623;611614;6755970;4G;OP3;-101;Moyenne
OP3_4G_624;612090;6753482;4G;OP3;-103;Moyenne
OP3_4G_625;612280;6753386;4G;OP3;-97;Moyenne
OP3_4G_626;612229;6754462;4G;OP3;-44;Bonne
OP3_4G_627;612114;6754813;4G;OP3;-61;Bonne
OP3_4G_628;612556;6753301;4G;OP3;-114;Moyenne
OP3_4G_629;612627;6754872;4G;OP3;-54;Bonne
OP3_4G_630;612715;6754576;4G;OP3;-62;Bonne
OP3_4G_631;612179;6756588;4G;OP3;-97;Moyenne
OP3_4G_632;612851;6756540;4G;OP3;-107;Moyenne
OP3_4G_633;608909;6757017;4G;OP3;-53;Bonne
OP3_4G_634;608840;6758395;4G;OP3;-141;Mauvaise
OP3_4G_635;612624;6759638;4G;OP3;-57;Bonne
OP3_4G_636;612453;6760068;4G;OP3;-28;Bonne
OP3_4G_637;612579;6760027;4G;OP3;-92;Bonne
OP3_4G_638;612555;6760512;4G;OP3;-21;Bonne
OP3_4G_639;611218;6761093;4G;OP3;-110;Moyenne
OP3_4G_640;611757;6760716;4G;OP3;-53;Bonne
OP3_4G_641;611675;6761276;4G;OP3;-22;Bonne
OP3_4G_642;611694;6761552;4G;OP3;-86;Bonne
OP3_4G_643;611687;6761827;4G;OP3;-58;Bonne
OP3_4G_644;611795;6762155;4G;OP3;-114;Moyenne
OP3_4G_645;611732;6762536;4G;OP3;-136;Mauvaise
OP3_4G_646;612291;6761209;4G;OP3;-26;Bonne
OP3_4G_647;612487;6760643;4G;OP3;-79;Bonne
OP3_4G_648;612623;6762514;4G;OP3;-92;Bonne
OP3_4G_649;613029;6762548;4G;OP3;-55;Bonne
OP3_4G_650;613049;6762756;4G;OP3;-39;Bonne
OP3_4G_651;594450;6767705;4G;OP3;-117;Mauvaise
OP3_4G_652;595950;6767949;4G;OP3;-117;Mauvaise
OP3_4G_653;594076;6768174;4G;OP3;-123;Mauvaise
OP3_4G_654;597222;6765152;4G;OP3;-53;Bonne
OP3_4G_655;601213;6771794;4G;OP3;-115;Moyenne
OP3_4G_656;601992;6771703;4G;OP3;-108;Moyenne
OP3_4G_657;603229;6774494;4G;OP3;-94;Bonne
OP3_4G_658;606760;6767417;4G;OP3;-75;Bonne
OP3_4G_659;609321;6768030;4G;OP3;-55;Bonne
OP3_4G_660;610231;6770651;4G;OP3;-95;Bonne
OP3_4G_661;611833;6765209;4G;OP3;-33;Bonne
OP3_4G_662;611533;6767312;4G;OP3;-94;Bonne
OP3_4G_663;612099;6766670;4G;OP3;-41;Bonne
OP3_4G_664;608958;6772718;4G;OP3;-81;Bonne
OP3_4G_665;611100;6775857;4G;OP3;-21;Bonne
OP3_4G_666;614209;6737812;4G;OP3;-101;Moyenne
OP3_4G_667;614246;6738143;4G;OP3;-106;Moyenne
OP3_4G_668;615767;6735899;4G;OP3;-98;Moyenne
OP3_4G_669;617218;6735030;4G;OP3;-51;Bonne
OP3_4G_670;617217;6738351;4G;OP3;-78;Bonne
OP3_4G_671;615297;6738799;4G;OP3;-64;Bonne
OP3_4G_672;616964;6739027;4G;OP3;-68;Bonne
OP3_4G_673;614949;6743866;4G;OP3;-104;Moyenne
OP3_4G_674;615134;6744405;4G;OP3;-104;Moyenne
OP3_4G_675;614752;6748201;4G;OP3;-139;Mauvaise
OP3_4G_676;614825;6748818;4G;OP3;-39;Bonne
OP3_4G_677;614983;6748924;4G;OP3;-93;Bonne
OP3_4G_678;614748;6749521;4G;OP3;-60;Bonne
OP3_4G_679;614868;6749523;4G;OP3;-41;Bonne
OP3_4G_680;616413;6746837;4G;OP3;-114;Moyenne
OP3_4G_681;615472;6749588;4G;OP3;-36;Bonne
OP3_4G_682;616350;6748772;4G;OP3;-131;Mauvaise
OP3_4G_683;617023;6748775;4G;OP3;-126;Mauvaise
OP3_4G_684;619420;6736293;4G;OP3;-31;Bonne
OP3_4G_685;620269;6736862;4G;OP3;-35;Bonne
OP3_4G_686;621941;6735504;4G;OP3;-105;Moyenne
OP3_4G_687;620854;6739970;4G;OP3;-110;Moyenne
OP3_4G_688;620467;6741719;4G;OP3;-86;Bonne
OP3_4G_689;620049;6745064;4G;OP3;-70;Bonne
OP3_4G_690;618740;6746416;4G;OP3;-115;Moyenne
OP3_4G_691;618524;6748564;4G;OP3;-107;Moyenne
OP3_4G_692;618486;6749097;4G;OP3;-115;Moyenne
OP3_4G_693;618953;6746387;4G;OP3;-84;Bonne
OP3_4G_694;619252;6747686;4G;OP3;-36;Bonne
OP3_4G_695;619476;6747462;4G;OP3;-87;Bonne
OP3_4G_696;619985;6747660;4G;OP3;-67;Bonne
OP3_4G_697;619410;6748620;4G;OP3;-25;Bonne
OP3_4G_698;619066;6748724;4G;OP3;-92;Bonne
OP3_4G_699;619256;6749353;4G;OP3;-68;Bonne
OP3_4G_700;619799;6748378;4G;OP3;-80;Bonne
OP3_4G_701;621032;6742630;4G;OP3;-52;Bonne
OP3_4G_702;620620;6746268;4G;OP3;-114;Moyenne
OP3_4G_703;620844;6746134;4G;OP3;-99;Moyenne
OP3_4G_704;621389;6746689;4G;OP3;-84;Bonne
OP3_4G_705;620424;6748106;4G;OP3;-30;Bonne
OP3_4G_706;620451;6748386;4G;OP3;-51;Bonne
OP3_4G_707;620501;6747942;4G;OP3;-22;Bonne
OP3_4G_708;621414;6748147;4G;OP3;-114;Moyenne
OP3_4G_709;620857;6749124;4G;OP3;-60;Bonne
OP3_4G_710;621534;6746212;4G;OP3;-70;Bonne
OP3_4G_711;621448;6746423;4G;OP3;-61;Bonne
OP3_4G_712;621542;6747081;4G;OP3;-55;Bonne
OP3_4G_713;622117;6746692;4G;OP3;-101;Moyenne
OP3_4G_714;613041;6750944;4G;OP3;-23;Bonne
OP3_4G_715;613232;6751427;4G;OP3;-84;Bonne
OP3_4G_716;613095;6752381;4G;OP3;-114;Moyenne
OP3_4G_717;613903;6751713;4G;OP3;-126;Mauvaise
OP3_4G_718;614952;6750442;4G;OP3;-99;Moyenne
OP3_4G_719;615108;6752847;4G;OP3;-84;Bonne
OP3_4G_720;615169;6753149;4G;OP3;-28;Bonne
OP3_4G_721;613131;6753847;4G;OP3;-39;Bonne
OP3_4G_722;612995;6754661;4G;OP3;-89;Bonne
OP3_4G_723;613248;6754312;4G;OP3;-51;Bonne
OP3_4G_724;613777;6753926;4G;OP3;-107;Moyenne
OP3_4G_725;613975;6754096;4G;OP3;-103;Moyenne
OP3_4G_726;613688;6754840;4G;OP3;-107;Moyenne
OP3_4G_727;613981;6754924;4G;OP3;-122;Mauvaise
OP3_4G_728;613723;6755164;4G;OP3;-99;Moyenne
OP3_4G_729;613770;6755168;4G;OP3;-99;Moyenne
OP3_4G_730;613734;6756285;4G;OP3;-53;Bonne
OP3_4G_731;614728;6753622;4G;OP3;-26;Bonne
OP3_4G_732;615136;6754551;4G;OP3;-106;Moyenne
OP3_4G_733;614783;6755505;4G;OP3;-103;Moyenne
OP3_4G_734;615821;6750126;4G;OP3;-70;Bonne
OP3_4G_735;615928;6749950;4G;OP3;-40;Bonne
OP3_4G_736;615445;6753091;4G;OP3;-37;Bonne
OP3_4G_737;615801;6752720;4G;OP3;-98;Moyenne
OP3_4G_738;616573;6752654;4G;OP3;-124;Mauvaise
OP3_4G_739;616739;6749810;4G;OP3;-127;Mauvaise
OP3_4G_740;617686;6749978;4G;OP3;-127;Mauvaise
OP3_4G_741;617202;6751592;4G;OP3;-92;Bonne
OP3_4G_742;615610;6754460;4G;OP3;-46;Bonne
OP3_4G_743;616189;6754520;4G;OP3;-41;Bonne
OP3_4G_744;615539;6755323;4G;OP3;-48;Bonne
OP3_4G_745;615731;6755875;4G;OP3;-90;Bonne
OP3_4G_746;615537;6756613;4G;OP3;-64;Bonne
OP3_4G_747;617741;6754259;4G;OP3;-40;Bonne
OP3_4G_748;617767;6754134;4G;OP3;-34;Bonne
OP3_4G_749;616625;6755734;4G;OP3;-95;Bonne
OP3_4G_750;616784;6755607;4G;OP3;-26;Bonne
OP3_4G_751;617227;6756694;4G;OP3;-64;Bonne
OP3_4G_752;617353;6755888;4G;OP3;-24;Bonne
OP3_4G_753;617553;6755433;4G;OP3;-27;Bonne
OP3_4G_754;617645;6756623;4G;OP3;-37;Bonne
OP3_4G_755;613007;6758697;4G;OP3;-141;Mauvaise
OP3_4G_756;613515;6757876;4G;OP3;-121;Mauvaise
OP3_4G_757;614176;6756982;4G;OP3;-87;Bonne
OP3_4G_758;613879;6758162;4G;OP3;-112;Moyenne
OP3_4G_759;613365;6760462;4G;OP3;-50;Bonne
OP3_4G_760;614454;6757048;4G;OP3;-86;Bonne
OP3_4G_761;614492;6758556;4G;OP3;-52;Bonne
OP3_4G_762;614821;6757937;4G;OP3;-20;Bonne
OP3_4G_763;615119;6758180;4G;OP3;-29;Bonne
OP3_4G_764;615118;6758784;4G;OP3;-28;Bonne
OP3_4G_765;615347;6758869;4G;OP3;-105;Moyenne
OP3_4G_766;613227;6760553;4G;OP3;-64;Bonne
OP3_4G_767;614238;6760787;4G;OP3;-65;Bonne
OP3_4G_768;614236;6762198;4G;OP3;-21;Bonne
OP3_4G_769;613338;6762507;4G;OP3;-53;Bonne
OP3_4G_770;613408;6762412;4G;OP3;-63;Bonne
OP3_4G_771;613429;6762395;4G;OP3;-93;Bonne
OP3_4G_772;614452;6760659;4G;OP3;-65;Bonne
OP3_4G_773;614769;6760772;4G;OP3;-70;Bonne
OP3_4G_774;614719;6760936;4G;OP3;-22;Bonne
OP3_4G_775;615366;6760537;4G;OP3;-96;Moyenne
OP3_4G_776;615077;6761857;4G;OP3;-59;Bonne
OP3_4G_777;615445;6762053;4G;OP3;-56;Bonne
OP3_4G_778;614419;6762426;4G;OP3;-108;Moyenne
OP3_4G_779;614422;6762833;4G;OP3;-112;Moyenne
OP3_4G_780;615118;6762708;4G;OP3;-132;Mauvaise
OP3_4G_781;615745;6757211;4G;OP3;-41;Bonne
OP3_4G_782;616166;6758433;4G;OP3;-137;Mauvaise
OP3_4G_783;615931;6758694;4G;OP3;-139;Mauvaise
OP3_4G_784;615680;6760254;4G;OP3;-60;Bonne
OP3_4G_785;615727;6760429;4G;OP3;-71;Bonne
OP3_4G_786;615827;6759661;4G;OP3;-72;Bonne
OP3_4G_787;615932;6759801;4G;OP3;-24;Bonne
OP3_4G_788;616145;6759349;4G;OP3;-96;Moyenne
OP3_4G_789;616065;6759458;4G;OP3;-110;Moyenne
OP3_4G_790;616670;6757688;4G;OP3;-27;Bonne
OP3_4G_791;617165;6758178;4G;OP3;-57;Bonne
OP3_4G_792;617263;6757354;4G;OP3;-53;Bonne
OP3_4G_793;617641;6758170;4G;OP3;-41;Bonne
OP3_4G_794;617148;6758854;4G;OP3;-32;Bonne
OP3_4G_795;616695;6759708;4G;OP3;-88;Bonne
OP3_4G_796;617232;6760236;4G;OP3;-61;Bonne
OP3_4G_797;617398;6758961;4G;OP3;-92;Bonne
OP3_4G_798;616064;6760834;4G;OP3;-64;Bonne
OP3_4G_799;615714;6761867;4G;OP3;-83;Bonne
OP3_4G_800;615884;6761692;4G;OP3;-59;Bonne
OP3_4G_801;616573;6761434;4G;OP3;-49;Bonne
OP3_4G_802;616226;6762735;4G;OP3;-107;Moyenne
OP3_4G_803;616716;6760869;4G;OP3;-34;Bonne
OP3_4G_804;616866;6762049;4G;OP3;-69;Bonne
OP3_4G_805;617013;6762277;4G;OP3;-98;Moyenne
OP3_4G_806;617014;6761545;4G;OP3;-50;Bonne
OP3_4G_807;617131;6761576;4G;OP3;-35;Bonne
OP3_4G_808;617396;6760718;4G;OP3;-78;Bonne
OP3_4G_809;617491;6762225;4G;OP3;-107;Moyenne
OP3_4G_810;617799;6762247;4G;OP3;-96;Moyenne
OP3_4G_811;618023;6750046;4G;OP3;-96;Moyenne
OP3_4G_812;618368;6749564;4G;OP3;-30;Bonne
OP3_4G_813;618469;6749976;4G;OP3;-24;Bonne
OP3_4G_814;618637;6749718;4G;OP3;-38;Bonne
OP3_4G_815;617981;6751688;4G;OP3;-25;Bonne
OP3_4G_816;618088;6752408;4G;OP3;-74;Bonne
OP3_4G_817;618670;6751621;4G;OP3;-79;Bonne
OP3_4G_818;618684;6752720;4G;OP3;-71;Bonne
OP3_4G_819;619337;6750363;4G;OP3;-76;Bonne
OP3_4G_820;620123;6749917;4G;OP3;-91;Bonne
OP3_4G_821;619904;6751157;4G;OP3;-137;Mauvaise
OP3_4G_822;619516;6751567;4G;OP3;-56;Bonne
OP3_4G_823;619587;6751801;4G;OP3;-115;Moyenne
OP3_4G_824;620235;6752803;4G;OP3;-133;Mauvaise
